ID_REF	Bas	Bmem	Bnv	CD4Tmem	CD4Tnv	CD8Tmem	CD8Tnv	Eos	Mono	NK	Neu	Treg
cg00944599	0.9190579879228241	0.8174116981356457	0.9063136000050307	0.19249485440979125	0.8138260357577181	0.5471098571179147	0.8653256942297913	0.8247805871663509	0.9350902396840333	0.9233937229958482	0.9168016912021498	0.36730174233602003
cg00949794	0.9192684630307326	0.8319486962216184	0.918166284573235	0.26312384049006277	0.6672402539356345	0.6559113186680094	0.8691521953892323	0.9273213611820035	0.9414930479050224	0.9014728816793145	0.9366701214951351	0.566797084700961
cg00949861	0.8449567546409221	0.8323484207725897	0.873256665681772	0.8562998178158328	0.8818399906068164	0.828757554475942	0.8841460398108951	0.8621099801703755	0.8902411971568406	0.15857116269969454	0.8874151905178981	0.8558607023370514
cg01002223	0.9259052542800065	0.9224829496389241	0.9250350994213813	0.8705264081268547	0.7039808943373599	0.723477563695288	0.2519729057415368	0.930671471832713	0.9446661296676065	0.9215562307803422	0.938879636851539	0.918460365048838
cg01048814	0.9150019141931769	0.9287273205292058	0.928639908364103	0.9222117422758093	0.9265295204594406	0.9266323703550761	0.9308019198291666	0.36293701596914774	0.9244852719684332	0.9061969398187981	0.8646974911147791	0.9233925971204969
cg01355027	0.8932386528424243	0.9012069028805549	0.9327688364939165	0.8923464842942912	0.9307989346106662	0.904805537376443	0.9331161884180226	0.2223533693182985	0.9122388715370326	0.8945870734842252	0.8357736331640271	0.897216201233288
cg01389234	0.905575940874661	0.2094700900380235	0.870364724399386	0.9084970004939945	0.9132109045804038	0.913423104537911	0.9155980797211518	0.9013379329988157	0.9067308918741804	0.9200009056190221	0.9153664311203973	0.9076509087646724
cg01404879	0.8821045853167931	0.9126361160284038	0.9212663841744928	0.9040459232442583	0.9197374587887135	0.9095525677322213	0.9247021158390984	0.2543988852950125	0.9205322248609815	0.9009185540350492	0.8363052282176899	0.899683849491767
cg01407558	0.7693873979623032	0.7356101451517666	0.8364555271618215	0.901544194091221	0.9131166276046759	0.9242041120701773	0.9196591995519938	0.90511601158956	0.15495201344321863	0.927752188941434	0.8527722446548532	0.905181335109941
cg01416168	0.8896165018478764	0.876139521994174	0.8918449543915892	0.8773524296772828	0.8925809434638967	0.8168724136072301	0.9008953882542337	0.8980238220735303	0.9335105577490178	0.21279041669066942	0.9308245955958014	0.8757274454460727
cg01453386	0.30290409447486216	0.9477224432354232	0.9482871475233535	0.9467523306206853	0.9503439695040197	0.954493798068319	0.9552866737095613	0.937471395594442	0.9062892905487933	0.9170664323693286	0.9252724813027228	0.9437503277599291
cg01511347	0.8967582202158105	0.9176198587335822	0.9161955443677653	0.9209888663724559	0.9209055595651868	0.928843820709885	0.9253968346625043	0.250116605035277	0.9090091384296375	0.8914283206994131	0.8748834818991766	0.9170858288756024
cg01699630	0.8985319294190325	0.8852142313555557	0.9044362186484213	0.8742886464835355	0.8964051268769608	0.87635075381493	0.8986619129657548	0.8207074620862576	0.9202314008339251	0.9124795040888234	0.16181024896295396	0.8896103817970543
cg01701207	0.8929061603143665	0.8780375161203652	0.8805507301379752	0.8893083767061021	0.888253037924075	0.9024894153269752	0.8963551032827676	0.8746076069298467	0.8932073151512715	0.9218246620934515	0.18273040519397957	0.8857648422346683
cg01778017	0.9157605018212648	0.9136322786976477	0.9126936777661367	0.8838315292085147	0.351520744313834	0.9052302395250196	0.7125097397212898	0.9238045867910663	0.9405454578242222	0.9060543218490824	0.9438048421118964	0.908958271514081
cg01841368	0.9093409473995093	0.6312075644297295	0.1108470729754612	0.9084347936319918	0.9226306175932931	0.9156563546581578	0.9307048978759218	0.92755963921474	0.9340532402981733	0.9125150830786692	0.9313974497703197	0.919846598094881
cg01842756	0.8914215644558979	0.7812970597025656	0.9061689981643838	0.8612795426720348	0.9020891598367934	0.8539795199339377	0.9046645603572735	0.9038191616252953	0.1561185301783627	0.9221257248593568	0.8727616291506338	0.8373656935806993
cg01850245	0.83324968040264	0.6725714471252408	0.870340846253013	0.6335112186917232	0.8740973621486388	0.24691084551830825	0.8578154578826638	0.8778670313662458	0.8880849103931324	0.8462183482227641	0.8916206551141482	0.7589704042555919
cg01923140	0.814167121874001	0.7270161549874832	0.8575377468946858	0.7418343960666307	0.8596623987406256	0.4336732238357722	0.8601717149915368	0.8451431213494832	0.8267878345327059	0.7707987725173908	0.8524277466405127	0.8100414551847593
cg01923724	0.8891279118279138	0.8330026520510114	0.898600769417444	0.847961592483476	0.8976125083753926	0.8583598064527213	0.897426705654589	0.8439904266306	0.8920663000121558	0.8807094094300544	0.1802497581815763	0.8612541733244526
cg01950767	0.9025542903560421	0.8859075269065434	0.9143193468251695	0.900158605951421	0.9118583203013664	0.9085019555898133	0.9165737712159274	0.9124663657385857	0.1526171171334081	0.9471573778810433	0.8212231558492827	0.9036762440640463
cg01999608	0.6896707238568993	0.9166461296695726	0.9258522810338987	0.6837102276128875	0.48908380574516996	0.908087131201539	0.849865044728061	0.916039132975664	0.9145569624151193	0.9110552606616237	0.9069821396415058	0.8283545922725764
cg02007480	0.7113765080520879	0.7466353741257952	0.8643685348141923	0.7627101585362682	0.8725666728045598	0.7820880295349205	0.8894235208532741	0.8362506253854844	0.11444291116374573	0.8562418158452955	0.8204782909815965	0.7872382578407547
cg02011162	0.9184985394142678	0.21261396532076168	0.8627160518032317	0.8683446886405513	0.9149346950828768	0.9172077248563935	0.9192068648343984	0.8874949723829697	0.9187306212979928	0.9175271210529463	0.9058364021297356	0.9124645158071236
cg02033323	0.9355726872997185	0.9345753399198385	0.9364206990680211	0.8982045724584236	0.9326386527198697	0.9339963067923472	0.9400235730793891	0.9420686925333472	0.952410316400652	0.9337640509033699	0.9356029085230331	0.5468268412311273
cg02038353	0.9164748612156138	0.8251689339806626	0.9077107126696587	0.5422731437046853	0.907392787426541	0.9116976650553837	0.9147163973519834	0.9212478546522496	0.9411693952455625	0.9387139717495898	0.940056987516824	0.8725765432722993
cg02053685	0.8480226574947661	0.8220397196349905	0.8317795260417737	0.8059306924937768	0.7758903140584548	0.8616084488099562	0.4581400765964772	0.8883912309607873	0.909491836648542	0.6870452255020478	0.8908483450466061	0.8889998483741047
cg02105817	0.900250558242761	0.8988530914025921	0.9008470300054853	0.8912890882317428	0.9058184909216745	0.8998702576306152	0.9076756801646951	0.8894259649716835	0.9211969182158369	0.9015110938899278	0.8823238915755706	0.6330088343517583
cg02148547	0.8830325620336739	0.7872609972599466	0.8928997492624857	0.6240846629984058	0.8193791630564856	0.6911273179666483	0.8307648968090089	0.8360594193450426	0.8768419390990633	0.8831053692930027	0.8539704411051731	0.2790793445479997
cg02179849	0.9003606674645179	0.9093699976197795	0.9193083179838051	0.9086697849398088	0.9178978154494508	0.8979651329660878	0.9232301559321205	0.1816133339371065	0.9082815423342295	0.8811183089274224	0.7466336064037337	0.918156013682221
cg02198280	0.9244179895390289	0.2463582481166585	0.8995867111479693	0.9198235142613262	0.9241993829472038	0.9311204648688283	0.926676194855031	0.9271314745807905	0.9283477025898406	0.9298149718620463	0.9167214520845759	0.9238459647348883
cg02203103	0.871588375785242	0.8604996033423347	0.8888790059753935	0.7130531145573284	0.8733300351397452	0.17843257301181076	0.8031076499921411	0.8780509862651757	0.9041921062348219	0.8207069041089611	0.8867339211366277	0.8254559856779436
cg02233915	0.8520153046055833	0.8986891493991274	0.9245578836276993	0.9081572868832805	0.926077541479399	0.9074972881644855	0.9327548288600905	0.20411477281768625	0.8424584833929827	0.8830404938332187	0.8464522746849664	0.9069616020111954
cg02244028	0.8880243498770376	0.8879302560454225	0.9033023098839013	0.8902845713436915	0.8954291447445912	0.8863821682403414	0.9007833916196206	0.900348823766472	0.1727335817373978	0.9130905049890581	0.8825424095103637	0.8877181313499868
cg02290460	0.8584260718474654	0.8854241546972843	0.897490761666369	0.8717719144649942	0.8905812026105379	0.8851275102788423	0.8931047182465633	0.893885936537139	0.19943474072782105	0.8950801182079466	0.8830661631940188	0.8910938135607988
cg02319946	0.8985586658957562	0.8868291616709166	0.8888697076683645	0.8961460248068798	0.8988568780808247	0.6569903230031308	0.9026066237215449	0.90483196354264	0.9288117053041194	0.8843230517389363	0.9115216264274298	0.8957113934473786
cg02329886	0.28357287476852766	0.9351313641719781	0.9413293812660768	0.9316561916970673	0.9319631177132626	0.9359479122661133	0.9380631821756262	0.9233497990994854	0.9087698440438426	0.886233572428788	0.8969725336730027	0.9317650650159996
cg02331158	0.8842012959184821	0.8638841751215897	0.249022575357841	0.897391417331513	0.8983587394302598	0.9100747402242497	0.9114372620948904	0.839034328769839	0.9197323127502209	0.9004839874854943	0.8906269349479691	0.907391160640627
cg02379348	0.8754357127639683	0.8727001649724752	0.8708110056046915	0.8737242686784845	0.8806954174911938	0.8961935782082278	0.8995214801256785	0.874679849089821	0.849127893096626	0.9080692208857762	0.18151661661931448	0.8813077289844133
cg02501773	0.9208257109668015	0.909965880531708	0.9233914075179672	0.6863991126913975	0.9093673350895942	0.8989777238377068	0.9133031156437816	0.9259121312669261	0.9369309159531138	0.8857558382584374	0.934226964555965	0.8563965119363334
cg02522485	0.8924003952783716	0.8593566967911781	0.3731836558370413	0.8779198571170245	0.8899095817700596	0.8974424832712693	0.8988257477359808	0.9042278726023992	0.9192849312749941	0.9149120152812527	0.914631002684346	0.8867806660584283
cg02566312	0.8930126407292688	0.760932514348311	0.20931459692822	0.8904187625823438	0.901786343630258	0.8979271074114232	0.9086510207672127	0.9046373143360025	0.9194310689672215	0.9121236854134	0.9218673536284284	0.8845244168673433
cg02641941	0.8621419389377213	0.7729724399650015	0.35855921353679426	0.861168396405688	0.8648817431296673	0.8801822137488108	0.8805790149471425	0.878889699592075	0.9070995972303265	0.8968017503964513	0.9046092391850955	0.855965554157398
cg02647748	0.8899487311585221	0.8997075204762136	0.9027937653041107	0.8936213686571688	0.8958655605159672	0.897176745666045	0.9028211715341975	0.891027027436039	0.1322245678764449	0.9315830316114146	0.7789669734588739	0.8897469163402724
cg02647842	0.8707729584728386	0.8384884593223331	0.8864438837629197	0.877951429071701	0.8786863930591975	0.893708912304511	0.8995110117066666	0.893399124545696	0.14694736144980955	0.9121773218894507	0.8682020686384399	0.8958446941020847
cg02690807	0.9103380787679775	0.8985643966335743	0.9170598561035608	0.8615607749361768	0.5994808981995382	0.9067371542784898	0.9070375315718217	0.9085637246117483	0.9154416050183745	0.8971139751922619	0.9094140988898366	0.8546469195899592
cg02803925	0.9766240323167424	0.9834306618533767	0.9817541032903672	0.973407696528981	0.9806961592607134	0.979625000573218	0.9815493482221651	0.19157574401730576	0.9798455164368147	0.9741792181838479	0.8165321938979995	0.9779593991860542
cg02826841	0.8875630803271908	0.7962283599319816	0.8900759782685228	0.8248812252988688	0.8901198937927465	0.33767983827647674	0.8812114803461165	0.8970934645898827	0.9253477478489713	0.7154866134939024	0.925150820786997	0.8655600449895061
cg02847139	0.893379244463147	0.8963808000098142	0.8977899981256012	0.8956645579939513	0.9025047734662538	0.904686513922636	0.908040961455899	0.8994289310207382	0.9294534673877369	0.3300213126431506	0.921822986252829	0.8995159733678854
cg02855870	0.886955101065133	0.8849540231218832	0.887311295040788	0.8894003476094935	0.8903199976157881	0.893716667312342	0.8931539518215418	0.8971525595654473	0.9249288522624931	0.2901227747009153	0.9153530843422836	0.8876817227056018
cg02863748	0.38756591213538133	0.9251166095946624	0.93322925514232	0.9231983204360945	0.9320937241514782	0.929519934471373	0.9335153227767398	0.9286942078770113	0.9178610285221271	0.8941223534631018	0.9039720469552903	0.9296901879633329
cg02865554	0.9029508141304121	0.903286938905642	0.9081142987334347	0.8691747282208757	0.895292924772721	0.8879673904072405	0.7212752122500016	0.9027203661902508	0.908553499991822	0.8874056205812462	0.9001437513933727	0.8967649344779423
cg03077364	0.8714538749331675	0.8413653126279713	0.731428319569615	0.8835462457844555	0.7119651271073699	0.8900023320893805	0.3484470906215398	0.8349726958174908	0.9326620905121348	0.8838369342668321	0.8995966554017542	0.8914965729376324
cg03132824	0.9290411192052437	0.9149006513778702	0.9147606188596162	0.8193969393804805	0.41782288455874045	0.9208065927448817	0.9144777835238822	0.9204894719585905	0.9305735155894262	0.9433553950027443	0.9403252459135579	0.8950397383834789
cg03135975	0.8831789803405652	0.8820078776332623	0.9021279081941298	0.8840582826271922	0.9001179550784288	0.898034879985296	0.9055066970193855	0.9107993874174876	0.23703761041146468	0.9129751262159799	0.918389099596231	0.882286259963602
cg03156020	0.8691080603553508	0.8811607269092557	0.9002157847133707	0.6130021857621715	0.2434418255691444	0.8335832806504482	0.7922006407182159	0.90389498183626	0.9279300345087544	0.9072631150702645	0.9300142723274457	0.8609122780715598
cg03217619	0.8972972350239671	0.8998216085178717	0.8966574991636818	0.8646348910368895	0.9024938576817586	0.89520543203987	0.9087424563834119	0.9095415036967925	0.9265730897455192	0.910299324900557	0.9228904666568027	0.5607105679481023
cg03227316	0.31324247662973215	0.9451635594339082	0.946574032915874	0.9424819147467575	0.9455967402576114	0.95113928073753	0.9515969398802909	0.939931102503129	0.9264658257420123	0.8960112839864509	0.9154736883800866	0.9454377872488741
cg03252427	0.9135111571440694	0.8958956413313537	0.905313578077064	0.7087428577322885	0.9082572783966636	0.888637122013678	0.9084827403049761	0.9191530922922313	0.9307778249391375	0.9205119354647324	0.927112379780011	0.8749732192358287
cg03267512	0.9011452997519869	0.8475464318020215	0.8810459591258752	0.82434694572832	0.8957978644833794	0.506567712902194	0.8920900590828925	0.9000261179902227	0.9344960547113288	0.8540324502692791	0.9355524547708992	0.8634145548009288
cg03340102	0.40912710990501105	0.4277656864520875	0.41144015607100476	0.348006720399163	0.1480028236933272	0.4514916239272915	0.4277800244326658	0.41108887850764575	0.4348082690076271	0.46087551496841817	0.42761844932875426	0.4062632790382697
cg03368758	0.8861327187856832	0.8687013120006096	0.8840850133040592	0.8867687878862682	0.8919530351794913	0.892553445567091	0.8878597902723675	0.8811901392667123	0.9055861022620276	0.2878407096420706	0.9005522295710304	0.8838949338621727
cg03370360	0.30657187227760246	0.9262226330987717	0.9261548751554275	0.9288582412376972	0.936306817045601	0.9438826530843965	0.9404506800840018	0.9437968108474657	0.8982335059004986	0.9084020640098718	0.9192657800895602	0.9391582595910183
cg03370491	0.9154885760836261	0.2007960511835655	0.8815574807927075	0.8916233977482302	0.9200541775231759	0.8893362705914678	0.9236537709204766	0.9183273509204165	0.9199321386617855	0.9210924342878695	0.9136146854016732	0.8824451716671686
cg03445419	0.41051545953220364	0.9289466047153122	0.924847448277325	0.9254053976722543	0.9331631779577119	0.9377880213998152	0.9360796834342191	0.9299337575187827	0.9224827090183241	0.8915212427191994	0.9187996972210644	0.9196940424666556
cg03501128	0.9207855021431292	0.9209003276753459	0.9209259379252632	0.878312750572986	0.9216939867576338	0.5981434102355885	0.9210393272801326	0.923189483886818	0.9466137845461019	0.8360273819699284	0.9329010291493436	0.9170087670747069
cg03517570	0.9382818722236497	0.23098034300221515	0.8839345171461462	0.9377163281825367	0.9348813177926146	0.9393021794752208	0.9392648347887486	0.9442212114703294	0.9374454205262616	0.9372291182894751	0.9340982796267948	0.936535387250261
cg03538296	0.8775292651342183	0.8636553836799271	0.8599229814067155	0.869868640734443	0.8777656340535179	0.8296474504439337	0.8821666036403117	0.889885820314852	0.9304457831810949	0.134669004765358	0.9265871942674376	0.8699503692512017
cg03556458	0.8193417268806905	0.7459987529769694	0.8903092631515177	0.8148031479408073	0.8714123053037696	0.77805717560732	0.8488372671309092	0.854244465909977	0.1383120886363662	0.8243925349788987	0.8393022949097748	0.7854094492032146
cg03559700	0.8680155431348147	0.7891289134519783	0.8842527220646198	0.803464117903814	0.8877193160509066	0.7986845435465311	0.8909997921523258	0.887527763890365	0.8997091618213133	0.23512730314002325	0.9035097425776247	0.8215258907445047
cg03565732	0.8986199083616856	0.8889986436405933	0.9069519905425429	0.5416073117235848	0.8629954738582262	0.8029785740033467	0.9002479519022224	0.854284832794831	0.8800057229378045	0.9139177144213415	0.7626994528249463	0.813797053511752
cg03578212	0.9180838574857293	0.2462891299783677	0.9024755096209705	0.914035418816061	0.9214641809668562	0.9210407476555065	0.9261231691293126	0.925174622852931	0.9230673234571545	0.9121903870864607	0.9162640728708947	0.9116837520878569
cg03653880	0.901227039157456	0.28961950203632386	0.892151622499105	0.8948345205534041	0.9059287811456201	0.9066117008575515	0.9130024114434608	0.91316681883302	0.9113096173209804	0.9085948854959115	0.9151774718211124	0.9003917870421474
cg03748473	0.8186524845520505	0.6050603776860234	0.15502297989008973	0.8052409878094633	0.667306436682764	0.8379431626304308	0.7838506498216692	0.8065744401725262	0.8381134560579855	0.7090139820131338	0.8279488964861356	0.8151306774512367
cg03759549	0.28566903233371116	0.903827273457726	0.9253628305808715	0.9202092188680693	0.9273006154406692	0.9272700021936783	0.9297674125516796	0.9032273251863755	0.8758505089351073	0.8919555178287719	0.8910696297332018	0.9224619363259846
cg03833097	0.8684586199748948	0.8672616672208858	0.910734928207199	0.7079655153298998	0.9017063816125486	0.8328732689083795	0.9052784112719229	0.884041190462265	0.8984790483466534	0.8911847522126957	0.8912733678656939	0.35247165254821794
cg03888645	0.9043459699135902	0.9221764156319785	0.9243985635106733	0.9153662765062013	0.7427430667481099	0.92715577259649	0.9237410123582155	0.9365804021963108	0.9387029353815323	0.93262118949474	0.9374380938888626	0.9186305376639673
cg03922997	0.887134269487052	0.8569512131661153	0.8862424545428278	0.8708021027334172	0.8934251354677067	0.8807067092735845	0.8973507383145838	0.9015038176155775	0.9066270200699726	0.8940644585780891	0.9125741296898325	0.5297277298472817
cg03963853	0.9350960693887375	0.9453683453178856	0.946397275700838	0.9382390811413542	0.9408053703189182	0.9346284228392283	0.9263604086144326	0.9472733056814265	0.2261058117302512	0.9497182283189345	0.9538417095584236	0.9366699504262564
cg03984633	0.9076163718280674	0.8800381147362785	0.9191561703132055	0.5517430443535433	0.9129526702432982	0.8465592691730195	0.9094301201787823	0.921865117869857	0.9428785158796802	0.9087553174949093	0.9308457391458993	0.8711201753556064
cg04003505	0.9022595118804944	0.9184625349789345	0.9186837682330508	0.8412050990360772	0.9101607953495787	0.8957536035845955	0.8885974314532602	0.8982523863867062	0.8457257018702801	0.8627605937186045	0.874485551903974	0.40203847269810405
cg04017239	0.8841107331297365	0.8100231812275077	0.8739641706130663	0.7438155115320363	0.8684273307768515	0.4621552312029365	0.8646648035642365	0.8865315838405228	0.9162311283372611	0.8665531028281512	0.90185227236515	0.7915101010044303
cg04036920	0.9124866517312092	0.9132210218614537	0.9129445887682548	0.9041480452555303	0.910782326765036	0.9063737931696579	0.9124576647420186	0.9068957737341035	0.8890129352746382	0.929397677630232	0.2739691005561486	0.9060882287155946
cg04047276	0.8363380302602744	0.8344634634188428	0.8868360430952072	0.808931894834233	0.8464548973030779	0.692084337906	0.3621833423015094	0.83168856422445	0.8807937985308936	0.8611197650758913	0.8606688297036159	0.8810685692650367
cg04062032	0.8930498532002273	0.8603029100317654	0.8985168590112145	0.250422558503526	0.8885848568122308	0.6333983721378482	0.8700412913727774	0.902816771302945	0.9213190384847681	0.8954549489534551	0.9229908014056578	0.5461799296417884
cg04148640	0.9243114681443693	0.934478387220711	0.9334103062638718	0.919100766990625	0.9294971766042976	0.9279686054839807	0.9335911654507093	0.25546693400977927	0.9181670871428108	0.907798589923272	0.8586195795809005	0.91993044014748
cg04179951	0.9074993885216607	0.892165707176772	0.9084882153373157	0.8843603160259798	0.9058245201414538	0.899926902922862	0.9088705280301195	0.8846719266969553	0.9139172101113225	0.9161999177477824	0.2228464024679906	0.898035763445051
cg04200580	0.8952402198863781	0.9062579532545154	0.9140022704013422	0.74206129415485	0.4167550991371078	0.9021284166360235	0.8445698658360696	0.9116978645289318	0.9375359918378675	0.8624872771234102	0.9247287686264793	0.8587637738629753
cg04249416	0.8845678639670195	0.872775974362933	0.9072473892227703	0.8318761903165353	0.4983847348107558	0.67109107449425	0.2699919425317236	0.8990664308782145	0.9116673820024833	0.8809821774742641	0.901049180476276	0.8428004849456624
cg04293820	0.3742270929465892	0.9236076679949373	0.9263883049516017	0.922791723498033	0.9240678627115273	0.933929203174946	0.9312771407418975	0.9212400274543218	0.8929814199038139	0.8973877936843261	0.8864818925109529	0.9276803158839503
cg04311057	0.9183654821023192	0.8568898918589974	0.9207301327500312	0.828963981289935	0.9191028958234837	0.862836536571821	0.9204085791187323	0.921973454349141	0.9398989920191503	0.9329116426972053	0.9279042472193214	0.512850874969654
cg04383721	0.9169740257829938	0.9137076162243941	0.9115910294781527	0.693170455859631	0.8713638772859251	0.886478675243499	0.9181215517702566	0.9243204782256935	0.9272423089718317	0.9325293246747236	0.9334182597734766	0.8868649558890467
cg04394724	0.8785744736621762	0.8638711395094959	0.8738976939775988	0.7411993557965902	0.7641420058438194	0.7249530000411785	0.296731396797077	0.8877902669809105	0.9354070614873681	0.6827650520513803	0.9248387464353137	0.8355939112992603
cg04429341	0.9201601982137375	0.5860079309531178	0.09839831817845188	0.9149786961078532	0.9204742805888685	0.9225174898253528	0.927161524688229	0.9264139947139807	0.9333615630064284	0.9264298549595708	0.9317398415277723	0.9167435157660037
cg04467549	0.913677006112939	0.9123535915035949	0.9140608614959085	0.8910089009856145	0.9073739922942202	0.269066588734275	0.8132805694910438	0.9214607846904578	0.9473319427089418	0.6480081247112243	0.9435912771571329	0.910119188674482
cg04496578	0.9164444402072425	0.6470774541584123	0.0847854559721861	0.9154799798555633	0.9198604005523567	0.9214043320695018	0.9214794212812866	0.9232323848791305	0.9043597680051912	0.9417251424707137	0.9248016409145096	0.9125673493139367
cg04500050	0.3654305242331657	0.9353859282669242	0.9365568627064298	0.9417072808132573	0.9421314300602297	0.9461878445092062	0.9462481899622996	0.9375590240565532	0.9269958935389954	0.9022762465303407	0.9097450543233809	0.9397415095275167
cg04625250	0.792545855977533	0.8045033552616719	0.868867402838162	0.704520210897233	0.3462232116562748	0.847263338745893	0.8020863084827052	0.8225880124976772	0.9117107987242005	0.8737100795079866	0.8850370677903744	0.6753264749892763
cg04657000	0.863013962867832	0.8198990894977931	0.9031622473300458	0.558345968504518	0.8948628399708097	0.2546633912226355	0.8310558523382217	0.8950327855918098	0.9450245539261583	0.536867852302789	0.9094069474643897	0.706417942262943
cg04682832	0.8829642182365635	0.8958486636697841	0.914401183906637	0.8975303992643585	0.9104991403188251	0.9085745459584762	0.9116472403554139	0.8031241347581758	0.8872818035826462	0.9165751964225418	0.2246736288813138	0.896632705308496
cg04705866	0.7511718683062715	0.6690922790210584	0.74610533351357	0.742217392191046	0.7694552422247625	0.5151862206034342	0.7853668644913424	0.8137886822433833	0.8174041162742621	0.7846671803480876	0.837382579575528	0.770145885631496
cg04737115	0.8982143693142834	0.8921907077456125	0.895309281009528	0.9008609847927247	0.8984822816569507	0.892326742214764	0.9025066812675606	0.9061380699519482	0.9311632973178517	0.2798966940949692	0.9318923107948809	0.899802290411592
cg04763150	0.2653056886148433	0.924920970511722	0.939802553616217	0.9204994964889963	0.9374313031347544	0.9297933066740972	0.9397521974467387	0.9137695224014772	0.8957979397513932	0.8902723676865657	0.8983301687517243	0.9344008966524973
cg04851465	0.875871627845588	0.8705501196983172	0.8742408850850137	0.8765893654005933	0.8778777001413374	0.8823876897095402	0.8760299211691434	0.864673791768933	0.23569135166107652	0.9168620552458091	0.8525300835968017	0.872207028098738
cg04887735	0.8764947253178207	0.8407755059709219	0.8514311619852197	0.863903973757491	0.6511157425447169	0.8834920761643983	0.8193652316627436	0.8897825319615058	0.9078273747269837	0.8994410728742468	0.9054038257018978	0.8694229759012053
